-0.63 , 9.19 , -2.8
1.33 , -5.17 , 2.32
-3.65 , 1.31 , -0.87
-3.65 , 1.31 , -0.87
-1.0 , 1.07 , -0.65
-0.46 , -0.07 , -0.42
-0.14 , 0.53 , -0.5
0.3 , 1.21 , -0.3
0.99 , 0.86 , 0.22
2.07 , -0.05 , 0.87
