1.28 , 3.86 , -4.02
3.92 , 3.32 , -0.77
4.93 , 2.77 , 0.1
0.44 , 0.28 , 2.89
-1.36 , -1.74 , -0.06
0.04 , -0.44 , -0.38
-1.81 , -1.0 , -0.11
0.6 , -0.86 , 0.82
0.56 , -3.13 , 3.28
-1.49 , -1.65 , 0.03
