0.14 , 6.71 , -3.25
0.1 , -8.44 , 3.15
-1.0 , 6.66 , -1.82
0.24 , -5.94 , 1.99
0.39 , 0.68 , 2.5
1.41 , 1.19 , -0.92
1.08 , 0.05 , 0.31
0.7 , 0.13 , 0.35
0.4 , -0.03 , -0.05
0.27 , 0.11 , -0.06
