-2.6 , -4.24 , 3.41
-2.6 , -4.24 , 3.41
-1.86 , 4.09 , -3.03
1.21 , -1.04 , -0.49
0.34 , 0.54 , -0.92
0.2 , -0.68 , 0.73
0.07 , -0.28 , 0.26
0.02 , 0.02 , -0.21
0.02 , 0.06 , -0.13
0.01 , -0.06 , 0.04
