-4.91 , 1.8 , -5.76
-4.31 , 5.14 , 2.31
-1.32 , -0.57 , 0.83
-0.08 , -0.66 , 0.41
0.53 , -0.78 , 1.63
2.04 , -0.79 , 3.99
2.89 , -0.15 , 2.73
1.41 , 0.01 , 0.08
0.25 , -0.15 , -1.15
0.25 , -0.15 , -1.15
