-2.47 , 5.82 , -0.45
3.55 , -3.75 , 2.37
-3.76 , 4.07 , -1.11
3.57 , -2.83 , 0.61
-0.73 , -0.48 , -0.17
0.28 , 0.37 , -0.39
0.32 , 0.32 , -0.32
0.41 , 0.52 , -0.22
-0.12 , 0.36 , 0.37
1.04 , -0.61 , 0.23
