-1.62 , 3.89 , -1.37
-1.27 , 4.65 , -0.31
-0.44 , -6.49 , -0.98
0.05 , 0.48 , 0.7
0.05 , 0.48 , 0.7
-0.45 , -2.8 , -0.4
-1.13 , -1.72 , -0.22
-1.04 , 0.98 , 0.3
-1.04 , 0.98 , 0.3
1.02 , -0.95 , 0.36
